ID,SMILES,standard_value,pIC50
CHEMBL4758373,COc1cccc(C(C(=O)NS(=O)(=O)c2ccc(OC)cc2OC)N2CCc3c2cccc3N(CC(=O)O)S(=O)(=O)c2c(C)cc(C)cc2C)c1,640.0,6.1938200260161125
CHEMBL4798429,COc1cccc(C(C(=O)NS(=O)(=O)c2cc(C)cc(C)c2)N2CCc3c2cccc3N(CC(=O)O)S(=O)(=O)c2c(C)cc(C)cc2C)c1,6750.0,5.170696227168975
CHEMBL4748843,COc1cccc(C(C(=O)NS(=O)(=O)c2cccc3ccccc23)N2CCc3c2cccc3N(CC(=O)O)S(=O)(=O)c2c(C)cc(C)cc2C)c1,1810.0,5.7423214251308154
CHEMBL4744304,COc1cccc(C(C(=O)NS(=O)(=O)c2ccc(C)cc2OC)N2CCc3c2cccc3N(CC(=O)NS(=O)(=O)c2ccccc2)S(=O)(=O)c2c(C)cc(C)cc2C)c1,58.0,7.236572006437063
CHEMBL4750621,COc1ccc(S(=O)(=O)N(CC(=O)NS(=O)(=O)c2ccccc2)c2cccc3c2CCN3C(C(=O)NS(=O)(=O)c2ccc(C)cc2OC)c2cccc(OC)c2)cc1,64.0,7.1938200260161125
CHEMBL4746187,COc1cccc(C(C(=O)NS(=O)(=O)c2ccc(C)cc2OC)N2CCc3c2cccc3N(CC(=O)NS(=O)(=O)c2ccccc2)S(=O)(=O)c2ccc(C)cc2)c1,110.0,6.958607314841775
CHEMBL4764588,COc1cccc(C(C(=O)NS(=O)(=O)c2ccc(C)cc2OC)N2CCc3c2cccc3N(CC(=O)NS(=O)(=O)c2ccccc2)S(=O)(=O)c2ccc(F)cc2)c1,580.0,6.236572006437063
CHEMBL4752539,COc1cccc(C(C(=O)NS(=O)(=O)c2ccc(C)cc2OC)N2CCc3c2cccc3N(CC(=O)NS(=O)(=O)c2ccccc2)S(=O)(=O)c2ccc(NC(C)=O)cc2)c1,230.0,6.638272163982407
CHEMBL4793592,COc1cccc(C(C(=O)NS(=O)(=O)c2ccc(C)cc2OC)N2CCc3c2cccc3N(CC(=O)NS(=O)(=O)c2ccccc2)S(=O)(=O)c2ccccc2OC)c1,160.0,6.795880017344075
CHEMBL4797348,COc1cccc(C(C(=O)NS(=O)(=O)c2ccc(C)cc2OC)N2CCc3c2cccc3N(CC(=O)NS(=O)(=O)c2ccccc2)S(=O)(=O)c2cccc(OC)c2)c1,150.0,6.823908740944319
CHEMBL4748294,COc1cccc(C(C(=O)NS(=O)(=O)c2ccc(C)cc2OC)N2CCc3c2cccc3N(CC(=O)NS(=O)(=O)c2ccccc2)S(=O)(=O)c2ccccc2)c1,240.0,6.619788758288394
CHEMBL4747622,COc1ccc(S(=O)(=O)N(CC(=O)NS(=O)(=O)C2CC2)c2cccc3c2CCN3C(C(=O)NS(=O)(=O)c2ccc(C)cc2OC)c2cccc(OC)c2)cc1,610.0,6.214670164989233
CHEMBL4789377,COc1ccc(S(=O)(=O)N(CC(=O)NS(C)(=O)=O)c2cccc3c2CCN3C(C(=O)NS(=O)(=O)c2ccc(C)cc2OC)c2cccc(OC)c2)cc1,1740.0,5.7594507517174005
CHEMBL4755721,COc1ccc(S(=O)(=O)N(CC(=O)NS(=O)(=O)C(F)(F)F)c2cccc3c2CCN3C(C(=O)NS(=O)(=O)c2ccc(C)cc2OC)c2cccc(OC)c2)cc1,15100.0,4.82102305270683
CHEMBL4780799,COc1ccc(S(=O)(=O)N(CC(=O)NS(=O)(=O)c2cccnc2)c2cccc3c2CCN3C(C(=O)NS(=O)(=O)c2ccc(C)cc2OC)c2cccc(OC)c2)cc1,770.0,6.113509274827518
CHEMBL4761524,COc1ccc(S(=O)(=O)N(CC(=O)NS(=O)(=O)c2cccs2)c2cccc3c2CCN3C(C(=O)NS(=O)(=O)c2ccc(C)cc2OC)c2cccc(OC)c2)cc1,5160.0,5.287350298372789
CHEMBL4739983,COc1ccc(S(=O)(=O)NC(=O)CN(c2cccc3c2CCN3C(C(=O)NS(=O)(=O)c2ccc(C)cc2OC)c2cccc(OC)c2)S(=O)(=O)c2ccc(OC)cc2)cc1,22.0,7.657577319177793
CHEMBL4762197,COc1ccc(S(=O)(=O)N(CC(=O)NS(=O)(=O)c2ccc(C)cc2)c2cccc3c2CCN3C(C(=O)NS(=O)(=O)c2ccc(C)cc2OC)c2cccc(OC)c2)cc1,120.0,6.920818753952375
CHEMBL4763416,COc1ccc(S(=O)(=O)N(CC(=O)NS(=O)(=O)c2ccc(F)cc2)c2cccc3c2CCN3C(C(=O)NS(=O)(=O)c2ccc(C)cc2OC)c2cccc(OC)c2)cc1,130.0,6.886056647693163
CHEMBL4789691,COc1ccc(S(=O)(=O)N(CC(=O)NS(=O)(=O)c2ccc(C(F)(F)F)cc2)c2cccc3c2CCN3C(C(=O)NS(=O)(=O)c2ccc(C)cc2OC)c2cccc(OC)c2)cc1,400.0,6.3979400086720375
CHEMBL4794097,CCc1ccc(S(=O)(=O)NC(=O)CN(c2cccc3c2CCN3C(C(=O)NS(=O)(=O)c2ccc(C)cc2OC)c2cccc(OC)c2)S(=O)(=O)c2ccc(OC)cc2)cc1,190.0,6.721246399047171
CHEMBL4756384,COc1ccc(S(=O)(=O)N(CC(=O)NS(=O)(=O)c2ccc(O)cc2)c2cccc3c2CCN3C(C(=O)NS(=O)(=O)c2ccc(C)cc2OC)c2cccc(OC)c2)cc1,510.0,6.292429823902063
CHEMBL4757197,CCOc1ccc(S(=O)(=O)NC(=O)CN(c2cccc3c2CCN3C(C(=O)NS(=O)(=O)c2ccc(C)cc2OC)c2cccc(OC)c2)S(=O)(=O)c2ccc(OC)cc2)cc1,48.0,7.318758762624412
CHEMBL3632709,COc1ccc(S(=O)(=O)N(C)c2ccc(N(C)S(=O)(=O)c3ccc(OC)cc3)c3ccccc23)cc1,2300.0,5.638272163982407
CHEMBL3601212,CC(=O)Nc1ccc(S(=O)(=O)N(CC(=O)O)c2ccc(N(CC(=O)O)S(=O)(=O)c3ccc(NC(C)=O)cc3)c3ccccc23)cc1,14.4,7.84163750790475
CHEMBL4544116,CC(=O)Nc1ccc(S(=O)(=O)N(Cc2nn[nH]n2)c2ccc(N(Cc3nn[nH]n3)S(=O)(=O)c3ccc(NC(C)=O)cc3)c3ccccc23)cc1,15.8,7.801342913045577
CHEMBL4174651,COc1ccc(S(=O)(=O)N(CC(=O)O)c2cnc(N(CC(=O)O)S(=O)(=O)c3ccc(OC)cc3)c3ccccc23)cc1,60.0,7.221848749616356
CHEMBL4646536,COc1ccc(S(=O)(=O)N(CC(F)(F)F)c2cnc(N(CC(=O)O)S(=O)(=O)c3ccc(OC)cc3)c3ccccc23)cc1,73.0,7.136677139879544
CHEMBL4791229,Cc1cc(C)c(S(=O)(=O)N(CC(=O)O)c2ccccc2C)c(C)c1,450000.0,3.346787486224656
CHEMBL4743454,COc1cccc(N2CCc3c2cccc3N(CC(=O)O)S(=O)(=O)c2c(C)cc(C)cc2C)c1,14400.0,4.841637507904751
CHEMBL4794557,COc1cccc(-n2ccc3c(N(CC(=O)O)S(=O)(=O)c4c(C)cc(C)cc4C)cccc32)c1,101000.0,3.995678626217358
CHEMBL4755382,COc1cccc(N2CCCc3c2cccc3N(CC(=O)O)S(=O)(=O)c2c(C)cc(C)cc2C)c1,43100.0,4.3655227298392685
CHEMBL4749382,COc1cccc(S(=O)(=O)N2CCc3c2cccc3N(CC(=O)O)S(=O)(=O)c2c(C)cc(C)cc2C)c1,15400.0,4.812479279163537
CHEMBL4759687,COc1cccc(C(C(=O)O)N2CCc3c2cccc3N(CC(=O)O)S(=O)(=O)c2c(C)cc(C)cc2C)c1,2370.0,5.625251653989896
CHEMBL4750670,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O,166.0,6.779891911959945
CHEMBL4752720,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O,280.0,6.552841968657781
CHEMBL4796106,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCO)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O,91.0,7.040958607678906
CHEMBL4787250,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O,115.0,6.939302159646388
CHEMBL4776337,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O,70.0,7.154901959985743
CHEMBL4750619,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O)C(C)C,55.0,7.259637310505756
CHEMBL4746924,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O,19.0,7.721246399047171
CHEMBL4754176,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N1C[C@H](F)C[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O,13.0,7.886056647693163
CHEMBL4762897,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N1CSC[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O,10.0,8.0
CHEMBL4758792,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O,50000.0,4.301029995663981
CHEMBL4754410,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCO)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O,27432.0,4.561742527893112
CHEMBL4784094,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccc(O)c(O)c1)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O,30347.0,4.517884235324898
CHEMBL4748429,COc1ccc(C[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(C)=O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O)cc1OC,27052.0,4.567800621246695
CHEMBL4794840,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccncc1)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O,18310.0,4.737311655698304
CHEMBL4783243,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccc(O)cc12)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O,29569.0,4.529163362718575
CHEMBL4791221,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccc2ccccc2c1)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O,28346.0,4.547508217211687
CHEMBL4779152,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccc(C(=O)c2ccccc2)cc1)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O,4571.0,5.339988778710669
CHEMBL4747777,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N1C[C@@H](F)C[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(N)=O,207.0,6.684029654543082
CHEMBL4763685,CC[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H]1C[C@H](F)CN1C(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(C)=O)C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(N)=O,33180.0,4.479123618311658
CHEMBL4749322,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N1C[C@@H](F)C[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(N)=O)C(C)(C)O,192.0,6.71669877129645
CHEMBL4794380,CC[C@H](O)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H]1C[C@H](F)CN1C(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(C)=O)C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(N)=O,1765.0,5.753255290276158
CHEMBL4760593,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N1C[C@@H](F)C[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(N)=O)C(O)c1ccccc1,14483.0,4.839141469320008
CHEMBL4786176,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N1C[C@@H](F)C[C@H]1C(=O)NCC(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O,15784.0,4.801782927755865
CHEMBL4752836,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N1C[C@@H](F)C[C@H]1C(=O)NCC(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@H](O)c1ccccc1,6076.0,5.2163822348092515
CHEMBL4757885,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O,21669.0,4.664161130420046
CHEMBL4790743,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O,37272.0,4.428617302559836
CHEMBL4762715,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCCCCO)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O,56423.0,4.2485438262131225
CHEMBL4746072,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](Cc1cccc(F)c1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O,6245.0,5.204467557289846
CHEMBL4779325,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N1C[C@@H](F)C[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(N)=O)c1ccccc1)[C@@H](C)O,6062.0,5.217384067968396
CHEMBL4777748,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N1C[C@@H](F)C[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(N)=O)c1cc(F)cc(F)c1)[C@@H](C)O,1037.0,5.984221243610959
CHEMBL4778030,C[C@@H](O)[C@@H]1NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H]2C[C@H](F)CN2C(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)CNC1=O,486.0,6.313363730737707
CHEMBL4742010,CC(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N1C[C@@H](F)C[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(N)=O)[C@@H](C)O,1594.0,5.7975116829399065
CHEMBL4797908,C[C@H]1NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H]2C[C@H](F)CN2C(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC1=O,14501.0,4.838602047454203
CHEMBL4793306,C[C@@H](O)[C@@H]1NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H]2C[C@H](F)CN2C(=O)[C@H](CC(=O)O)C(=O)[C@H]2CCCN2C(=O)[C@H](CCC(=O)O)NC(=O)CNC1=O,4302.0,5.3663295939485565
CHEMBL4757211,C[C@@H](O)[C@@H]1NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H]2C[C@H](F)CN2C(=O)[C@H](CC(=O)O)C(=O)[C@@H]2CCCN2C(=O)[C@H](CCC(=O)O)NC(=O)CNC1=O,18383.0,4.735583612801465
CHEMBL4760005,CC(=O)N[C@H]1CSSC[C@@H](C(N)=O)NC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H]2C[C@H](F)CN2C(=O)[C@H](CC(=O)O)NC1=O,55.0,7.259637310505756
CHEMBL4786657,CC(=O)N[C@H]1CC(=O)NC[C@@H](C(N)=O)NC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H]2C[C@H](F)CN2C(=O)[C@H](CC(=O)O)NC1=O,1691.0,5.771856392402258
CHEMBL4760303,CC(=O)N[C@H]1CCC(=O)NC[C@@H](C(N)=O)NC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H]2C[C@H](F)CN2C(=O)[C@H](CC(=O)O)NC1=O,11.0,7.958607314841775
CHEMBL4785587,CC(=O)N[C@H]1CCC(=O)NCC[C@@H](C(N)=O)NC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H]2C[C@H](F)CN2C(=O)[C@H](CC(=O)O)NC1=O,44.0,7.356547323513812
CHEMBL4754751,CC(=O)N[C@H]1CCCCn2cc(nn2)C[C@@H](C(N)=O)NC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H]2C[C@H](F)CN2C(=O)[C@H](CC(=O)O)NC1=O,34.0,7.468521082957745
CHEMBL4778658,CC(=O)N[C@H]1Cc2cn(nn2)CCCC[C@@H](C(N)=O)NC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H]2C[C@H](F)CN2C(=O)[C@H](CC(=O)O)NC1=O,91.0,7.040958607678906
CHEMBL4762247,CC(=O)N[C@H]1Cn2cc(nn2)C[C@@H](C(N)=O)NC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H]2C[C@H](F)CN2C(=O)[C@H](CC(=O)O)NC1=O,4032.0,5.394479476562531
CHEMBL4794133,CC(=O)N[C@H]1CCn2cc(nn2)C[C@@H](C(N)=O)NC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H]2C[C@H](F)CN2C(=O)[C@H](CC(=O)O)NC1=O,16.0,7.795880017344075
CHEMBL4793109,C[C@@H](O)[C@@H]1NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H]2C[C@H](F)CN2C(=O)[C@H](CC(=O)O)NC(=O)CCCn2cc(nn2)CCNC(=O)[C@H](CCC(=O)O)NC(=O)CNC1=O,180.0,6.7447274948966935
CHEMBL4743599,CC(=O)N[C@H]1C/C=C/C[C@@H](C(N)=O)NC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H]2C[C@H](F)CN2C(=O)[C@H](CC(=O)O)NC1=O,430.0,6.366531544420413
CHEMBL4759189,CC(=O)N[C@H]1CCCC[C@@H](C(N)=O)NC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H]2C[C@H](F)CN2C(=O)[C@H](CC(=O)O)NC1=O,107.3,6.969400278034049
CHEMBL4756985,CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]1CCCN1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N1C[C@@H](F)C[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](Cc1cc(F)cc(F)c1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O,55.0,7.259637310505756
CHEMBL4792032,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1cc(F)cc(F)c1)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H]1C[C@H](F)CN1C(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CS)NC(=O)[C@@H](N)CC(C)C)C(C)C)[C@@H](C)O)C(N)=O,11.0,7.958607314841775
CHEMBL4750320,CC[C@H](C)[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](N)CCCNC(=N)N)[C@@H](C)CC)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N1C[C@@H](F)C[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](Cc1cc(F)cc(F)c1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O,30.0,7.522878745280337
